지역,중분류,기준년월,성별,연령대별,카드이용금액계,카드이용건수계
예산군,제과/커피/패스트푸드,201709,F,30대초,16399019.7,1379.97
공주시,일식/중식/양식,201703,M,50대후,40643967,1386.21
서천군,한식,201703,M,60대후,60783618,1395.87
계룡시,한식,201710,M,60대초,50503422.9,1396.11
홍성군,한식,201710,F,60대초,66560400.6,1396.11
태안군,한식,201707,F,60대초,74755576,1415.12
부여군,제과/커피/패스트푸드,201712,F,20대후,17695973.1,1428.44
서산시,일식/중식/양식,201702,F,20대초,33120318,1442.28
공주시,일식/중식/양식,201703,F,30대후,38029488,1444.17
보령시,제과/커피/패스트푸드,201702,F,50대초,17860091.2,1451.8
계룡시,일식/중식/양식,201711,M,40대초,41109548.4,1452.6
예산군,일식/중식/양식,201708,M,30대후,44033795,1460.42
부여군,제과/커피/패스트푸드,201706,F,40대후,15043007.4,1463.58
서천군,제과/커피/패스트푸드,201701,M,30대후,20373665.4,1466.52
보령시,일식/중식/양식,201703,F,40대초,73593261,1468.32
보령시,일식/중식/양식,201701,M,50대후,81195840,1471.36
태안군,일식/중식/양식,201711,M,40대후,79900532,1474.12
부여군,한식,201709,M,20대후,45890415,1477.44
금산군,일식/중식/양식,201711,M,20대초,18998394,1484.88
공주시,일식/중식/양식,201704,M,50대후,40229103,1507.37
보령시,한식,201704,F,60대초,66054279.1,1517.19
공주시,제과/커피/패스트푸드,201701,M,50대후,19389088.4,1519.76
부여군,제과/커피/패스트푸드,201702,M,30대후,17414364.8,1523.2
예산군,일식/중식/양식,201709,M,40대후,47793132,1523.61
금산군,한식,201702,M,30대초,38807328,1527.96
부여군,한식,201712,F,50대초,65967278,1540.37
태안군,한식,201704,M,70대이상,93696891.7,1546.65
계룡시,한식,201701,F,50대초,45720237.2,1548.8
태안군,한식,201705,M,70대이상,102003165,1554.3
서천군,한식,201709,F,50대후,69796266.3,1559.52
태안군,한식,201708,M,70대이상,81632148,1567.02
예산군,제과/커피/패스트푸드,201708,F,30대초,17610884.98,1567.02
보령시,한식,201706,M,70대이상,62774088,1567.38
계룡시,한식,201706,M,60대초,62693072.1,1577.76
홍성군,일식/중식/양식,201704,M,50대초,101529471,1585.93
부여군,제과/커피/패스트푸드,201706,F,40대초,19145131.5,1588.14
예산군,제과/커피/패스트푸드,201708,F,20대후,16664511.5,1588.34
논산시,제과/커피/패스트푸드,201712,M,50대후,20678374.6,1588.34
부여군,제과/커피/패스트푸드,201711,M,30대후,19013565.6,1603.24
논산시,제과/커피/패스트푸드,201708,F,50대후,26868903.1,1604.33
예산군,제과/커피/패스트푸드,201704,M,30대초,18913172.7,1605.57
태안군,제과/커피/패스트푸드,201704,F,30대초,16446928.8,1605.57
공주시,일식/중식/양식,201709,M,50대후,39824190,1615.95
금산군,제과/커피/패스트푸드,201703,M,20대초,17976487.2,1627.71
청양군,한식,201708,M,50대후,60583978,1646.97
예산군,제과/커피/패스트푸드,201704,M,40대후,21862511.5,1654.67
태안군,일식/중식/양식,201709,M,30대후,60781009.5,1672.38
천안시,일식/중식/양식,201712,M,60대후,58551649,1684.28
서천군,한식,201711,M,30대초,57470343.6,1689.32
공주시,일식/중식/양식,201710,F,40대초,49870761.9,1691.94
부여군,한식,201711,M,60대초,73669954,1700.08
서천군,한식,201712,M,30대초,70800522,1705.6
홍성군,한식,201711,M,60대후,69670053.12,1710.84
금산군,한식,201702,F,40대초,52617516,1718.36
홍성군,한식,201705,M,60대후,73061010,1727.55
계룡시,제과/커피/패스트푸드,201705,M,50대초,17834528.25,1742.4
태안군,제과/커피/패스트푸드,201711,F,40대후,23527493.2,1743.12
계룡시,제과/커피/패스트푸드,201711,M,30대초,19844883.2,1748.5
태안군,제과/커피/패스트푸드,201710,F,20대초,17390652,1749.03
아산시,일식/중식/양식,201701,F,50대후,53720476.48,1752.08
예산군,제과/커피/패스트푸드,201711,M,20대후,18308947,1759.26
금산군,한식,201708,M,60대후,65149549.4,1774.89
태안군,제과/커피/패스트푸드,201712,M,40대초,28259777.26,1774.89
태안군,제과/커피/패스트푸드,201704,M,40대초,24167093.65,1782.33
공주시,제과/커피/패스트푸드,201703,M,50대후,21413080.5,1787.1
공주시,일식/중식/양식,201704,M,50대초,50380282.5,1806.88
금산군,한식,201710,F,60대초,63341355,1821.69
계룡시,한식,201711,M,20대초,36162746,1823.82
태안군,한식,201702,F,40대초,89106724,1832.6
부여군,제과/커피/패스트푸드,201711,M,40대초,21983917.4,1834.58
태안군,제과/커피/패스트푸드,201709,F,30대초,22789255.5,1836.54
서천군,한식,201709,F,40대후,71596434.6,1841.67
예산군,제과/커피/패스트푸드,201706,M,20대후,18271395,1842.45
부여군,한식,201708,M,60대초,79008722,1844.18
논산시,일식/중식/양식,201705,M,50대초,61470090,1851.3
태안군,한식,201705,F,60대초,100390455,1856.25
보령시,일식/중식/양식,201707,M,50대후,88652480,1856.68
계룡시,제과/커피/패스트푸드,201708,F,30대초,15774135,1865.5
공주시,제과/커피/패스트푸드,201712,F,50대후,29205857.59,1865.5
예산군,제과/커피/패스트푸드,201706,F,30대후,23190736.5,1868.4
계룡시,제과/커피/패스트푸드,201707,M,20대초,16856898.8,1877.96
태안군,한식,201703,F,50대후,94177755,1903.02
태안군,제과/커피/패스트푸드,201705,F,40대초,25574917.5,1905.75
태안군,제과/커피/패스트푸드,201706,M,20대초,18353189.4,1915.11
공주시,한식,201709,F,60대후,50424052.5,1918.62
서산시,일식/중식/양식,201712,F,20대후,51309778,1940.12
태안군,일식/중식/양식,201705,M,40대초,99473616,1950.3
태안군,제과/커피/패스트푸드,201705,M,40대후,32908936.5,1955.25
공주시,일식/중식/양식,201710,M,50대후,51525801,1956.63
홍성군,일식/중식/양식,201710,M,50대후,149219766,1961.82
예산군,제과/커피/패스트푸드,201706,M,40대후,28066378.2,1972.2
논산시,한식,201701,F,60대초,65128976,1974.72
보령시,한식,201703,F,20대후,90474111,1980.3
부여군,제과/커피/패스트푸드,201704,M,40대초,22424804.7,1983.64
예산군,제과/커피/패스트푸드,201706,F,40대초,26193592.65,1992.96
아산시,제과/커피/패스트푸드,201701,F,60대초,28683921.2,1998.92
논산시,일식/중식/양식,201708,M,50대초,56802343,2020.07
예산군,제과/커피/패스트푸드,201712,M,40대초,29469676.6,2030.73
부여군,제과/커피/패스트푸드,201706,M,30대후,20063553.9,2034.48
예산군,제과/커피/패스트푸드,201710,M,30대초,25454303.1,2039.67
금산군,한식,201703,M,30대초,52969644,2043.09
보령시,한식,201707,F,60대초,82751536,2053.52
계룡시,한식,201702,F,40대초,64977808,2056.32
금산군,한식,201711,M,60대초,71283601.2,2060.54
홍성군,제과/커피/패스트푸드,201708,M,50대초,25377729,2062.71
홍성군,일식/중식/양식,201711,M,40대초,92383100.4,2065.92
예산군,제과/커피/패스트푸드,201711,F,40대초,29657007.9,2087.44
서천군,한식,201707,M,30대초,69996304,2090.76
예산군,한식,201706,M,70대이상,83190769.5,2101.95
홍성군,제과/커피/패스트푸드,201709,M,50대초,25611832.8,2108.43
예산군,제과/커피/패스트푸드,201708,M,40대초,28640275.3,2110.68
계룡시,제과/커피/패스트푸드,201701,F,40대후,22528118.8,2119.92
태안군,한식,201701,M,20대초,50320996,2158.64
홍성군,한식,201709,M,60대후,101835635.1,2164.86
홍성군,일식/중식/양식,201704,M,30대초,80144948,2170.22
계룡시,제과/커피/패스트푸드,201710,M,20대초,18287484,2190.18
태안군,한식,201708,M,60대후,110677450,2195.96
보령시,일식/중식/양식,201705,M,50대초,120529530,2217.6
아산시,일식/중식/양식,201705,M,60대초,62061615,2232.45
보령시,한식,201708,F,60대초,99104954,2233.27
태안군,한식,201703,F,50대초,102042830.4,2255.61
서산시,일식/중식/양식,201705,F,20대초,47649690,2257.2
부여군,한식,201710,F,40대초,87711108.99,2257.65
논산시,한식,201705,M,70대이상,70469734.5,2262.15
계룡시,제과/커피/패스트푸드,201711,M,20대후,24968149.6,2270.36
계룡시,한식,201707,F,30대후,73334923.2,2271.64
홍성군,일식/중식/양식,201703,M,50대초,148936914,2274.93
공주시,한식,201708,F,60대후,65165272.9,2286.57
부여군,제과/커피/패스트푸드,201710,F,30대후,25521357.9,2288.79
서천군,한식,201710,M,60대초,107029124.6,2304.36
태안군,제과/커피/패스트푸드,201710,M,40대초,35483396.82,2304.36
아산시,제과/커피/패스트푸드,201703,F,60대초,28709181.9,2318.4
홍성군,일식/중식/양식,201709,M,50대초,143710794,2329.02
태안군,제과/커피/패스트푸드,201708,M,40대후,36210767.45,2329.21
논산시,한식,201707,M,70대이상,73026150.4,2330.16
금산군,한식,201707,F,30대후,71987580,2346.12
계룡시,제과/커피/패스트푸드,201709,F,30대후,24630361.2,2364.93
논산시,일식/중식/양식,201701,M,40대초,73507790.4,2371.6
당진시,일식/중식/양식,201711,F,20대초,48819734,2377.96
공주시,한식,201710,F,60대후,62231058.3,2382.21
공주시,일식/중식/양식,201704,M,20대초,45651707,2386.26
공주시,제과/커피/패스트푸드,201702,F,30대초,27277370.4,2394.28
당진시,한식,201703,M,70대이상,111799691.2,2405.34
보령시,일식/중식/양식,201711,M,40대초,127408557.4,2426.38
보령시,일식/중식/양식,201702,M,40대초,107117612,2427.6
논산시,일식/중식/양식,201712,M,20대후,66850459,2430.48
부여군,한식,201707,M,60대초,103053720,2441.88
태안군,제과/커피/패스트푸드,201707,F,20대후,31466523.2,2441.88
금산군,한식,201702,M,30대후,78882862.8,2446.64
홍성군,한식,201701,M,60대초,119638895.2,2449.04
서산시,일식/중식/양식,201703,F,40대초,81107292,2472.96
부여군,한식,201709,M,30대초,83651832,2477.79
보령시,일식/중식/양식,201706,M,30대초,106906215,2480.82
계룡시,제과/커피/패스트푸드,201705,M,20대후,23702233.5,2484.9
당진시,일식/중식/양식,201707,M,60대초,51576442.4,2489.76
부여군,한식,201708,F,40대초,99125208,2510.43
부여군,제과/커피/패스트푸드,201707,M,40대후,27302718.8,2511.04
홍성군,일식/중식/양식,201704,M,20대초,45874621,2518.83
서천군,한식,201701,M,30대후,95801217.6,2531.32
천안시,제과/커피/패스트푸드,201710,F,70대이상,29118546.9,2532.72
논산시,일식/중식/양식,201710,M,40대후,83501333.91,2553.48
계룡시,제과/커피/패스트푸드,201707,F,30대후,27607714.4,2569.56
논산시,일식/중식/양식,201711,M,40대후,85598705.2,2577.02
논산시,일식/중식/양식,201706,M,30대후,90865274.4,2579.43
논산시,일식/중식/양식,201709,M,40대후,76042503,2580.39
태안군,한식,201703,M,60대초,121247741.2,2584.05
아산시,제과/커피/패스트푸드,201709,M,60대초,26336855.7,2590.65
보령시,한식,201705,F,20대후,116837097.3,2613.6
서천군,한식,201708,M,60대초,108987099.1,2627.69
논산시,일식/중식/양식,201706,M,20대초,47542476,2631.33
계룡시,제과/커피/패스트푸드,201704,F,40대초,29279312,2646.49
아산시,제과/커피/패스트푸드,201709,F,60대초,32530689.45,2667.6
보령시,한식,201711,F,50대후,139439916,2684.62
서산시,일식/중식/양식,201707,F,40대후,77630238,2686.6
부여군,한식,201702,M,40대후,117742884,2694.16
천안시,제과/커피/패스트푸드,201704,M,70대이상,38609637.7,2700.5
금산군,한식,201711,F,20대초,30533221.6,2733.04
금산군,한식,201702,M,50대후,94546356.8,2741.76
보령시,제과/커피/패스트푸드,201701,F,30대초,33513805.6,2763.64
금산군,한식,201707,M,60대초,106961579.2,2771.72
천안시,제과/커피/패스트푸드,201712,F,60대후,39776617.4,2776.93
아산시,한식,201712,F,60대후,119174802.5,2787.59
태안군,한식,201707,F,50대후,183979538.4,2787.68
천안시,제과/커피/패스트푸드,201711,F,60대후,37114952.2,2802.98
보령시,일식/중식/양식,201712,M,30대후,125402747.6,2814.24
논산시,일식/중식/양식,201705,M,40대초,87135592.5,2821.5
논산시,한식,201707,F,60대초,96030096.4,2824.92
공주시,일식/중식/양식,201710,M,30대초,73577592,2828.55
천안시,제과/커피/패스트푸드,201706,M,70대이상,34964666.7,2828.55
태안군,한식,201704,F,30대초,144950565,2837.98
예산군,한식,201701,F,20대후,73146436,2860.44
공주시,제과/커피/패스트푸드,201701,F,30대초,36006163.6,2860.44
금산군,한식,201709,M,60대초,98016139.8,2862.54
공주시,한식,201703,M,70대이상,84197158.92,2878.68
서천군,한식,201712,M,30대후,125380255,2910.18
공주시,일식/중식/양식,201706,M,20대초,48545184,2911.59
논산시,한식,201706,M,60대후,85507845,2916.78
홍성군,한식,201701,M,20대초,75132772,2923.36
논산시,제과/커피/패스트푸드,201709,F,50대초,33806905.2,2929.23
계룡시,한식,201706,F,40대초,81915119.4,2932.35
계룡시,한식,201711,F,40대초,78410971.4,2942.86
홍성군,한식,201705,F,30대초,100760715,2950.2
홍성군,한식,201707,F,20대후,95987696,2963.24
보령시,제과/커피/패스트푸드,201711,F,20대후,31143501.9,2969.76
홍성군,한식,201709,F,30대초,113771601,2980.53
공주시,제과/커피/패스트푸드,201702,M,40대초,39746666.4,2989.28
공주시,한식,201711,M,70대이상,90067118,3007.42
서산시,제과/커피/패스트푸드,201710,F,50대후,34865693.4,3015.39
홍성군,일식/중식/양식,201703,M,40대초,166771689,3023.58
계룡시,한식,201710,M,20대후,72272826,3041.34
태안군,한식,201709,F,30대초,143375548.5,3047.22
보령시,제과/커피/패스트푸드,201709,F,20대후,33035353.2,3052.35
태안군,제과/커피/패스트푸드,201705,M,20대후,33033330,3064.05
논산시,한식,201710,M,60대후,106630366.5,3067.29
서천군,한식,201711,M,40대초,145498872,3104.26
보령시,한식,201701,F,30대후,148799024,3175.04
태안군,한식,201705,F,50대후,190434420,3212.55
공주시,일식/중식/양식,201710,M,30대후,80507331.9,3217.8
공주시,제과/커피/패스트푸드,201712,F,30대초,37747353.15,3229.98
금산군,한식,201707,F,50대초,97835491.6,3239.88
서산시,한식,201708,M,70대이상,124263087,3261.96
보령시,한식,201709,M,20대초,109471122,3267.81
서천군,한식,201704,M,40대초,141797854,3289.7
당진시,일식/중식/양식,201702,M,50대후,92477280,3293.92
보령시,한식,201711,F,30대후,141200790,3297.94
금산군,한식,201702,M,40대초,96435600.8,3298.68
천안시,제과/커피/패스트푸드,201708,M,60대후,44109800.8,3352.57
서산시,한식,201705,F,60대초,139095247.5,3356.1
천안시,일식/중식/양식,201702,F,50대후,118195179.2,3360.56
보령시,한식,201712,M,60대초,165555663,3373.89
계룡시,한식,201707,F,40대후,96394676,3378.2
서천군,한식,201706,M,50대초,146660577,3383.88
태안군,제과/커피/패스트푸드,201709,M,20대후,39887186.4,3385.8
서천군,한식,201705,M,50대후,147824409.2,3390.75
예산군,한식,201710,M,20대초,55506271.5,3440.97
천안시,일식/중식/양식,201705,M,60대초,115568887.5,3450.15
보령시,한식,201711,M,60대초,154940928,3507.76
보령시,제과/커피/패스트푸드,201701,F,30대후,45517634.8,3523.52
태안군,한식,201704,F,40대후,190626822,3535.2
당진시,일식/중식/양식,201712,F,40대초,101400585,3549.78
태안군,한식,201701,M,30대초,154926706,3567.08
천안시,한식,201701,F,70대이상,118064056,3600.96
홍성군,한식,201702,F,40대후,149022928.9,3641.4
