날짜,지점,평균기온(℃),최저기온(℃),최고기온(℃)
26605,108,13,8,18
26606,108,14,10,18
26607,108,14,10,19
26608,108,12,11,14
26609,108,9,7,11
26610,108,7,5,12
26611,108,9,3,15
26612,108,11,8,14
26613,108,11,9,16
26614,108,10,7,16
26615,108,10,5,13
26616,108,14,11,18
26617,108,12,10,15
26618,108,12,9,15
26619,108,7,6,9
26620,108,5,3,9
26621,108,0,5,6
26622,108,4,1,10
26623,108,6,3,11
26624,108,5,7,2
26625,108,4,8,1
26626,108,1,3,1
26627,108,3,5,0
26628,108,4,7,0
26629,108,2,5,1
26630,108,5,7,3
26631,108,5,8,1
26632,108,1,5,5
26633,108,0,4,6
26634,108,4,7,1
26635,108,3,8,2
26636,108,0,4,4
26637,108,4,0,8
26638,108,8,4,12
26639,108,5,2,10
26640,108,2,3,5
26641,108,1,5,3
26642,108,0,3,4
26643,108,5,1,10
26644,108,5,3,8
26645,108,4,10,6
26646,108,8,12,4
26647,108,4,8,1
26648,108,1,4,5
26649,108,5,2,9
26650,108,0,3,3
26651,108,5,7,2
26652,108,4,9,1
26653,108,0,4,4
26654,108,1,2,5
26655,108,1,4,7
26656,108,6,3,9
26657,108,8,4,12
26658,108,4,2,9
26659,108,5,2,8
26660,108,2,0,5
26661,108,0,3,3
26662,108,6,8,3
26663,108,4,8,0
26664,108,1,2,4
26665,108,3,1,7
26666,108,7,11,1
26667,108,8,11,3
26668,108,3,7,3
26669,108,0,4,6
26670,108,1,3,5
26671,108,1,0,2
26672,108,1,0,4
26673,108,2,0,5
26674,108,2,5,1
26675,108,4,7,1
26676,108,1,6,4
26677,108,1,4,3
26678,108,1,5,4
26679,108,1,4,7
26680,108,4,0,8
26681,108,4,3,5
26682,108,3,1,7
26683,108,2,1,6
26684,108,2,2,6
26685,108,3,1,6
26686,108,6,3,11
26687,108,6,3,8
26688,108,4,3,5
26689,108,2,1,4
26690,108,0,2,1
26691,108,2,4,2
26692,108,2,5,2
26693,108,1,4,3
26694,108,2,5,2
26695,108,1,2,5
26696,108,3,1,6
26697,108,1,4,5
26698,108,2,1,5
26699,108,5,0,11
26700,108,5,2,7
26701,108,3,7,2
26702,108,6,9,3
26703,108,6,9,3
26704,108,4,9,1
26705,108,3,6,2
26706,108,1,5,4
26707,108,1,5,5
26708,108,0,4,5
26709,108,2,0,6
26710,108,3,2,9
26711,108,7,0,14
26712,108,8,6,11
26713,108,5,1,10
26714,108,6,1,11
26715,108,2,5,2
26716,108,1,5,7
26717,108,3,0,7
26718,108,2,5,2
26719,108,6,8,4
26720,108,5,9,1
26721,108,0,3,5
26722,108,2,3,8
26723,108,3,2,9
26724,108,2,5,3
26725,108,1,5,6
26726,108,2,3,9
26727,108,3,2,7
26728,108,0,4,4
26729,108,1,4,3
26730,108,1,3,6
26731,108,2,2,6
26732,108,2,2,7
26733,108,4,1,11
26734,108,6,1,13
26735,108,5,2,10
26736,108,4,1,10
26737,108,5,0,10
26738,108,5,2,9
26739,108,3,1,5
26740,108,3,1,9
26741,108,4,2,10
26742,108,6,0,12
26743,108,7,5,11
26744,108,6,2,12
26745,108,6,1,13
26746,108,7,2,11
26747,108,2,2,6
26748,108,1,5,6
26749,108,4,0,10
26750,108,8,3,15
26751,108,12,8,18
26752,108,13,9,19
26753,108,12,6,21
26754,108,11,7,18
26755,108,9,4,15
26756,108,7,3,13
26757,108,7,2,11
26758,108,7,3,12
26759,108,7,1,13
26760,108,10,2,19
26761,108,11,8,13
26762,108,14,12,17
26763,108,17,14,23
26764,108,16,14,20
26765,108,11,6,14
26766,108,10,5,16
26767,108,10,5,16
26768,108,13,8,19
26769,108,13,10,16
26770,108,11,10,12
26771,108,9,6,13
26772,108,11,4,17
26773,108,14,9,19
26774,108,14,11,20
26775,108,15,12,21
26776,108,16,12,22
26777,108,17,13,23
26778,108,13,10,16
26779,108,15,12,17
26780,108,15,11,20
26781,108,13,8,19
26782,108,15,9,22
26783,108,16,9,23
26784,108,19,10,28
26785,108,15,12,18
26786,108,17,12,23
26787,108,16,11,21
26788,108,17,11,24
26789,108,15,10,22
26790,108,18,10,25
26791,108,18,15,19
26792,108,16,12,23
26793,108,15,11,21
26794,108,15,10,21
26795,108,15,11,21
26796,108,16,10,23
26797,108,17,13,23
26798,108,20,12,28
26799,108,20,15,26
26800,108,18,14,22
26801,108,19,16,23
26802,108,15,13,18
26803,108,16,12,21
26804,108,17,11,23
26805,108,18,13,23
26806,108,16,12,22
26807,108,18,12,25
26808,108,19,13,25
26809,108,19,15,24
26810,108,21,16,25
26811,108,22,18,27
26812,108,20,17,24
26813,108,18,15,23
26814,108,18,15,23
26815,108,19,13,26
26816,108,20,15,26
26817,108,17,13,22
26818,108,19,13,24
26819,108,18,15,24
26820,108,20,14,26
26821,108,20,17,24
26822,108,21,17,27
26823,108,20,16,27
26824,108,23,19,28
26825,108,25,19,31
26826,108,24,20,30
26827,108,23,19,27
26828,108,22,18,29
26829,108,21,18,24
26830,108,21,19,25
26831,108,20,18,23
26832,108,22,18,27
26833,108,20,18,25
26834,108,21,19,26
26835,108,22,18,28
26836,108,22,18,26
26837,108,21,20,23
26838,108,23,18,29
26839,108,24,20,30
26840,108,25,20,30
26841,108,23,20,26
26842,108,19,17,22
26843,108,21,19,24
26844,108,23,20,27
26845,108,22,20,25
26846,108,23,20,28
26847,108,24,20,29
26848,108,27,22,32
26849,108,25,23,29
26850,108,27,23,32
26851,108,26,23,30
26852,108,25,22,31
26853,108,27,22,32
26854,108,27,23,32
26855,108,27,22,32
26856,108,26,24,31
26857,108,27,24,32
26858,108,27,25,29
26859,108,25,24,27
26860,108,27,25,31
26861,108,28,24,32
26862,108,29,24,34
26863,108,31,27,35
26864,108,26,23,29
26865,108,30,27,33
26866,108,26,24,30
26867,108,26,24,32
26868,108,29,24,33
26869,108,29,24,33
26870,108,29,26,33
26871,108,29,26,33
26872,108,27,25,30
26873,108,27,24,32
26874,108,27,24,30
26875,108,25,22,30
26876,108,26,22,31
26877,108,24,22,27
26878,108,24,22,26
26879,108,26,22,30
26880,108,24,22,26
26881,108,25,23,28
26882,108,27,25,31
26883,108,27,24,31
26884,108,27,23,32
26885,108,27,24,32
26886,108,27,24,32
26887,108,27,24,32
26888,108,27,23,32
26889,108,27,23,32
26890,108,28,23,34
26891,108,30,25,35
26892,108,30,25,35
26893,108,25,23,29
26894,108,26,23,30
26895,108,26,22,31
26896,108,26,23,28
26897,108,26,24,29
26898,108,25,24,27
26899,108,24,22,25
26900,108,24,22,29
26901,108,26,23,29
26902,108,26,23,30
26903,108,25,22,30
26904,108,25,24,28
26905,108,25,22,29
26906,108,26,23,30
26907,108,23,21,26
26908,108,22,21,24
26909,108,22,19,25
26910,108,22,18,27
26911,108,22,19,25
26912,108,23,19,28
26913,108,24,19,28
26914,108,23,18,29
26915,108,22,19,27
26916,108,21,18,23
26917,108,19,17,23
26918,108,20,15,25
26919,108,20,14,25
26920,108,21,17,26
26921,108,21,17,26
26922,108,21,17,27
26923,108,22,17,27
26924,108,22,17,28
26925,108,21,19,26
26926,108,21,19,25
26927,108,20,18,25
26928,108,21,17,26
26929,108,21,18,26
26930,108,21,16,26
26931,108,21,17,27
26932,108,20,17,24
26933,108,13,9,17
26934,108,14,8,21
26935,108,15,9,22
26936,108,15,14,18
26937,108,18,14,23
26938,108,18,13,24
26939,108,14,10,19
26940,108,17,12,24
26941,108,18,16,21
26942,108,15,14,17
26943,108,15,12,18
26944,108,15,13,19
26945,108,16,10,21
26946,108,15,10,21
26947,108,15,11,19
26948,108,18,12,25
26949,108,18,14,22
26950,108,13,7,17
26951,108,8,3,14
26952,108,11,4,18
26953,108,12,,
26954,108,11,7,16
26955,108,10,3,17
26956,108,13,6,20
26957,108,13,12,17
26958,108,14,10,22
26959,108,11,7,15
26960,108,10,7,14
26961,108,9,6,12
26962,108,8,4,12
26963,108,8,2,12
26964,108,13,9,20
26965,108,13,9,18
26966,108,11,6,18
26967,108,12,6,19
26968,108,11,9,15
26969,108,12,7,17
26970,108,10,7,16
26971,108,9,4,15
26972,108,10,6,16
26973,108,8,4,12
26974,108,7,3,13
26975,108,9,2,16
26976,108,9,6,12
26977,108,11,8,15
26978,108,4,1,8
26979,108,3,0,7
26980,108,4,0,10
26981,108,8,3,14
26982,108,9,6,15
26983,108,9,5,13
26984,108,9,3,13
26985,108,2,1,4
26986,108,0,4,4
26987,108,3,6,1
26988,108,4,7,0
26989,108,2,6,2
26990,108,1,5,3
26991,108,4,1,10
26992,108,6,1,11
26993,108,0,3,4
26994,108,3,2,7
26995,108,4,2,9
26996,108,0,3,4
26997,108,1,2,5
26998,108,3,2,6
26999,108,1,4,7
27000,108,4,2,11
27001,108,4,6,1
27002,108,7,9,5
27003,108,3,10,3
27004,108,6,9,2
27005,108,6,10,3
27006,108,4,9,2
27007,108,2,6,3
27008,108,1,4,3
27009,108,2,6,4
27010,108,0,2,4
27011,108,1,5,5
27012,108,2,2,8
27013,108,3,0,8
27014,108,2,5,1
27015,108,3,6,2
27016,108,2,4,3
27017,108,1,6,3
27018,108,1,3,4
27019,108,0,9,5
27020,108,7,11,3
27021,108,9,16,4
27022,108,14,17,9
27023,108,10,15,5
27024,108,6,11,0
27025,108,0,3,3
27026,108,4,8,1
27027,108,5,10,1
27028,108,3,7,0
27029,108,1,4,2
27030,108,1,4,8
27031,108,3,1,9
27032,108,3,1,9
27033,108,1,2,6
27034,108,1,4,2
27035,108,2,5,4
27036,108,1,5,5
27037,108,1,1,6
27038,108,2,2,7
27039,108,1,2,6
27040,108,0,3,6
27041,108,1,5,4
27042,108,2,6,4
27043,108,0,5,7
27044,108,2,8,1
27045,108,6,10,1
27046,108,4,6,1
27047,108,5,9,1
27048,108,2,6,4
27049,108,1,5,3
27050,108,0,1,2
27051,108,2,8,4
27052,108,11,13,8
27053,108,11,16,6
27054,108,9,13,4
27055,108,7,13,2
27056,108,7,10,4
27057,108,9,13,4
27058,108,5,11,2
27059,108,1,4,3
27060,108,2,6,3
27061,108,4,8,1
27062,108,3,7,4
27063,108,0,4,6
27064,108,1,3,6
27065,108,2,0,5
27066,108,1,3,3
27067,108,2,3,0
27068,108,4,7,2
27069,108,7,10,4
27070,108,6,7,1
27071,108,9,12,5
27072,108,6,10,0
27073,108,3,9,4
27074,108,2,2,7
27075,108,2,1,3
27076,108,2,1,4
27077,108,4,0,10
27078,108,7,5,10
27079,108,5,2,7
27080,108,1,3,3
27081,108,1,5,6
27082,108,2,6,5
27083,108,6,9,3
27084,108,7,9,6
27085,108,11,13,8
27086,108,9,14,4
27087,108,5,10,0
27088,108,4,8,1
27089,108,1,6,5
27090,108,2,3,10
27091,108,4,1,8
27092,108,5,2,9
27093,108,7,2,14
27094,108,8,6,13
27095,108,7,5,11
27096,108,7,4,13
27097,108,5,2,7
27098,108,1,3,4
27099,108,5,7,3
27100,108,5,8,0
27101,108,3,8,3
27102,108,1,4,6
27103,108,3,1,6
27104,108,3,2,8
27105,108,3,1,10
27106,108,1,2,4
27107,108,2,3,8
27108,108,3,0,8
27109,108,1,1,7
27110,108,1,2,5
27111,108,1,4,7
27112,108,4,1,9
27113,108,7,3,14
27114,108,8,5,14
27115,108,6,2,13
27116,108,8,2,15
27117,108,10,5,16
27118,108,13,7,20
27119,108,8,3,13
27120,108,4,2,9
27121,108,5,1,10
27122,108,9,3,15
27123,108,9,8,13
27124,108,10,5,17
27125,108,15,8,23
27126,108,11,9,12
27127,108,12,8,18
27128,108,10,6,17
27129,108,10,6,16
27130,108,9,4,13
27131,108,14,7,22
27132,108,12,8,15
27133,108,12,7,18
27134,108,11,7,17
27135,108,9,6,14
27136,108,9,4,15
27137,108,13,9,17
27138,108,14,9,21
27139,108,13,9,18
27140,108,10,6,15
27141,108,6,3,11
27142,108,12,3,20
27143,108,16,12,18
27144,108,11,5,14
27145,108,7,4,10
27146,108,13,5,19
27147,108,11,7,15
27148,108,12,7,18
27149,108,14,11,15
27150,108,13,7,20
27151,108,14,8,21
27152,108,15,9,21
27153,108,13,10,18
27154,108,13,8,20
27155,108,16,8,23
27156,108,17,10,23
27157,108,12,11,14
27158,108,16,10,22
27159,108,15,9,20
27160,108,18,12,25
27161,108,20,13,27
27162,108,17,15,20
27163,108,14,10,17
27164,108,13,7,18
27165,108,18,11,25
27166,108,22,14,29
27167,108,20,18,22
27168,108,19,17,21
27169,108,16,15,17
27170,108,21,16,27
27171,108,17,13,22
27172,108,16,12,21
27173,108,17,11,24
27174,108,13,11,16
27175,108,18,14,24
27176,108,19,13,27
27177,108,20,15,24
27178,108,20,17,25
27179,108,23,18,29
27180,108,15,13,22
27181,108,15,12,20
27182,108,18,13,24
27183,108,16,14,20
27184,108,15,11,21
27185,108,15,10,22
27186,108,16,13,22
27187,108,18,15,23
27188,108,20,16,25
27189,108,22,16,29
27190,108,18,16,22
27191,108,19,15,25
27192,108,19,13,26
27193,108,20,16,26
27194,108,21,15,29
27195,108,22,17,28
27196,108,23,17,28
27197,108,24,20,28
27198,108,20,17,24
27199,108,21,15,26
27200,108,19,17,20
27201,108,19,15,23
27202,108,20,15,26
27203,108,19,16,24
27204,108,19,16,25
27205,108,21,16,28
27206,108,24,19,31
27207,108,22,18,27
27208,108,21,17,26
27209,108,22,17,28
27210,108,23,19,29
27211,108,24,18,30
27212,108,25,20,30
27213,108,23,20,27
27214,108,21,20,23
27215,108,22,20,26
27216,108,22,20,25
27217,108,23,20,29
27218,108,21,20,23
27219,108,22,20,23
27220,108,22,20,27
27221,108,23,20,28
27222,108,22,21,23
27223,108,22,20,25
27224,108,21,19,23
27225,108,22,21,25
27226,108,24,21,30
27227,108,25,22,28
27228,108,26,23,30
27229,108,25,23,28
27230,108,25,23,29
27231,108,26,23,29
27232,108,26,22,31
27233,108,25,20,30
27234,108,25,20,30
27235,108,25,22,28
27236,108,23,20,24
27237,108,25,22,29
27238,108,24,23,27
27239,108,23,21,26
27240,108,25,22,29
27241,108,25,23,29
27242,108,25,23,29
27243,108,27,24,30
27244,108,24,23,26
27245,108,26,24,30
27246,108,26,25,28
27247,108,24,23,25
27248,108,25,22,30
27249,108,26,23,31
27250,108,26,21,30
27251,108,27,23,31
27252,108,28,23,33
27253,108,27,24,32
27254,108,27,23,33
27255,108,27,24,29
27256,108,25,22,28
27257,108,26,22,32
27258,108,28,24,32
27259,108,26,21,31
27260,108,28,21,34
27261,108,29,25,34
27262,108,28,25,32
27263,108,27,24,31
27264,108,22,19,25
27265,108,21,19,25
27266,108,22,16,28
27267,108,24,18,30
27268,108,25,20,30
27269,108,23,18,27
27270,108,21,17,26
27271,108,22,20,26
27272,108,22,20,25
27273,108,25,21,30
27274,108,21,21,22
27275,108,23,21,27
27276,108,24,21,28
27277,108,23,20,28
27278,108,23,20,27
27279,108,22,19,27
27280,108,23,20,28
27281,108,22,18,27
27282,108,23,18,28
27283,108,22,18,28
27284,108,23,17,29
27285,108,23,19,28
27286,108,20,15,24
27287,108,19,14,24
27288,108,18,12,25
27289,108,19,15,26
27290,108,17,12,22
27291,108,17,11,23
27292,108,18,12,23
27293,108,19,14,25
27294,108,20,13,26
27295,108,20,16,27
27296,108,20,15,26
27297,108,20,15,26
27298,108,21,15,28
27299,108,20,15,27
27300,108,20,17,24
27301,108,18,14,23
27302,108,16,13,20
27303,108,16,14,19
27304,108,19,17,23
27305,108,17,12,22
27306,108,14,9,20
27307,108,16,10,22
27308,108,17,13,23
27309,108,14,11,17
27310,108,15,12,19
27311,108,13,9,17
27312,108,12,6,19
27313,108,13,8,20
27314,108,15,7,22
27315,108,16,10,22
27316,108,15,9,19
27317,108,13,9,19
27318,108,12,5,20
27319,108,15,9,21
27320,108,13,12,16
27321,108,13,10,19
27322,108,11,6,15
27323,108,11,4,18
27324,108,10,3,13
27325,108,6,1,13
27326,108,10,4,17
27327,108,11,8,16
27328,108,12,7,15
27329,108,12,5,18
27330,108,6,1,11
27331,108,8,2,15
27332,108,12,10,17
27333,108,5,0,13
27334,108,2,2,7
27335,108,5,2,12
27336,108,8,2,15
27337,108,12,8,16
27338,108,14,10,20
27339,108,13,8,20
27340,108,12,8,19
27341,108,11,8,16
27342,108,10,7,16
27343,108,7,2,12
27344,108,4,0,7
27345,108,1,3,3
27346,108,1,5,4
27347,108,0,4,6
27348,108,2,5,10
27349,108,5,2,10
27350,108,4,1,7
27351,108,3,1,6
27352,108,6,1,12
27353,108,10,8,15
27354,108,3,1,8
27355,108,1,3,6
27356,108,2,1,3
27357,108,3,0,8
27358,108,4,1,8
27359,108,7,4,12
27360,108,4,1,11
27361,108,4,2,11
27362,108,5,1,10
27363,108,4,0,9
27364,108,7,3,10
27365,108,7,4,9
27366,108,0,7,5
27367,108,7,10,4
27368,108,5,8,0
27369,108,4,9,1
27370,108,1,4,1
27371,108,1,5,4
27372,108,0,5,5
27373,108,1,1,3
27374,108,1,3,7
27375,108,1,3,8
27376,108,2,2,5
27377,108,5,9,2
27378,108,5,9,0
27379,108,2,5,3
27380,108,1,1,4
27381,108,1,5,2
27382,108,5,7,2
27383,108,3,5,2
27384,108,3,7,3
27385,108,1,4,4
27386,108,2,3,7
27387,108,0,5,3
27388,108,3,5,2
27389,108,0,5,7
27390,108,1,3,6
27391,108,2,2,7
27392,108,4,1,8
27393,108,3,1,6
27394,108,1,4,2
27395,108,2,1,6
27396,108,2,2,5
27397,108,2,5,4
27398,108,1,2,5
27399,108,0,3,4
27400,108,0,5,5
27401,108,2,3,7
27402,108,2,3,7
27403,108,4,7,0
27404,108,6,9,3
27405,108,8,11,4
27406,108,6,11,1
27407,108,3,7,1
27408,108,3,8,4
27409,108,2,6,3
27410,108,7,10,2
27411,108,8,11,4
27412,108,9,12,4
27413,108,7,11,2
27414,108,4,9,2
27415,108,3,8,1
27416,108,1,3,2
27417,108,1,4,6
27418,108,1,1,3
27419,108,0,3,3
27420,108,2,5,2
27421,108,1,4,3
27422,108,6,8,2
27423,108,6,10,0
27424,108,5,8,0
27425,108,4,9,2
27426,108,1,5,3
27427,108,3,2,10
27428,108,5,1,11
27429,108,4,3,7
27430,108,4,2,6
27431,108,5,2,9
27432,108,2,7,2
27433,108,6,10,1
27434,108,5,9,1
27435,108,5,9,1
27436,108,4,9,2
27437,108,0,4,4
27438,108,0,6,7
27439,108,3,1,8
27440,108,3,6,1
27441,108,3,6,3
27442,108,2,6,4
27443,108,1,4,3
27444,108,1,5,4
27445,108,3,5,0
27446,108,5,7,1
27447,108,5,8,0
27448,108,3,9,3
27449,108,4,0,8
27450,108,1,4,6
27451,108,2,7,5
27452,108,0,4,4
27453,108,1,5,2
27454,108,0,5,7
27455,108,1,3,5
27456,108,3,2,8
27457,108,6,1,13
27458,108,4,1,8
27459,108,2,0,6
27460,108,3,1,9
27461,108,3,2,10
27462,108,4,1,7
27463,108,4,1,8
27464,108,4,1,8
27465,108,3,0,9
27466,108,2,2,9
27467,108,4,0,12
27468,108,6,1,13
27469,108,5,2,7
27470,108,6,2,12
27471,108,8,4,16
27472,108,9,7,13
27473,108,7,3,9
27474,108,5,1,11
27475,108,6,0,14
27476,108,4,1,10
27477,108,3,0,7
27478,108,2,2,8
27479,108,3,2,10
27480,108,6,1,14
27481,108,7,3,13
27482,108,6,4,7
27483,108,7,3,12
27484,108,5,2,9
27485,108,5,1,9
27486,108,6,2,11
27487,108,7,1,14
27488,108,9,3,16
27489,108,7,5,10
27490,108,9,6,15
27491,108,11,6,15
27492,108,9,5,13
27493,108,10,3,17
27494,108,12,9,15
27495,108,11,5,18
27496,108,14,6,22
27497,108,13,8,22
27498,108,13,7,20
27499,108,17,9,26
27500,108,20,13,26
27501,108,19,15,26
27502,108,18,13,24
27503,108,18,12,25
27504,108,16,11,19
27505,108,14,10,19
27506,108,15,10,21
27507,108,14,10,19
27508,108,15,8,23
27509,108,19,11,25
27510,108,13,11,19
27511,108,16,13,22
27512,108,14,13,16
27513,108,18,12,25
27514,108,22,14,29
27515,108,22,18,28
27516,108,14,11,19
27517,108,13,11,14
27518,108,11,10,14
27519,108,10,9,14
27520,108,13,9,19
27521,108,14,8,20
27522,108,14,11,18
27523,108,18,10,26
27524,108,21,14,27
27525,108,21,16,27
27526,108,19,13,25
27527,108,14,12,16
27528,108,16,11,23
27529,108,16,10,21
27530,108,17,11,24
27531,108,19,13,26
27532,108,16,14,18
